date,result,gc_result_on_stage,race,distance,pointspcs,pointsuci,stage,rider,team
2016-04-29,1,1,Prologue - Cessange › Cessange,2.8,16,16,One day,Annemiek van Vleuten,Mitchelton-Scott
2016-04-23,9,NA,EPZ Omloop van Borsele WE (1.1),136.8,7,15,One day,Annemiek van Vleuten,Mitchelton-Scott
2016-04-20,14,NA,La Flèche Wallonne Féminine (1.WWT),137,4,14,One day,Annemiek van Vleuten,Mitchelton-Scott
2016-04-03,7,NA,Ronde van Vlaanderen / Tour des Flandres (WE) (1.WWT),141.2,15,40,One day,Annemiek van Vleuten,Mitchelton-Scott
2016-03-30,28,NA,Pajot Hills Classic (1.2),122.4,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2016-03-27,6,NA,Gent-Wevelgem In Flanders Fields WE (1.WWT),115,20,50,One day,Annemiek van Vleuten,Mitchelton-Scott
2016-03-20,8,NA,Trofeo Alfredo Binda - Comune di Cittiglio (1.WWT),123.3,10,35,One day,Annemiek van Vleuten,Mitchelton-Scott
2016-03-13,32,NA,Drentse Acht van Westerveld (1.2),140.5,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2016-03-12,9,NA,Women's WorldTour Ronde van Drenthe (1.WWT),138.3,9,30,One day,Annemiek van Vleuten,Mitchelton-Scott
2016-03-05,7,NA,Strade Bianche (WE) (1.WWT),121,15,40,One day,Annemiek van Vleuten,Mitchelton-Scott
2016-02-28,6,NA,Omloop van het Hageland - Tielt-Winge (1.1),129.1,16,25,One day,Annemiek van Vleuten,Mitchelton-Scott
2016-02-27,12,NA,Omloop Het Nieuwsblad WE (1.1),123,3,8,One day,Annemiek van Vleuten,Mitchelton-Scott
NA,1,NA,Lotto Belgium Tour (2.1),NA,NA,NA,Mountains classification,Annemiek van Vleuten,Mitchelton-Scott
NA,5,NA,Lotto Belgium Tour (2.1),NA,NA,NA,Points classification,Annemiek van Vleuten,Mitchelton-Scott
NA,1,NA,Lotto Belgium Tour (2.1),NA,80,80,General classification,Annemiek van Vleuten,Mitchelton-Scott
2016-09-09,1,NA,Lotto Belgium Tour (2.1),97.3,16,16,Stage 3 - Geraardsbergen › Geraardsbergen,Annemiek van Vleuten,Mitchelton-Scott
2016-09-08,10,3,Lotto Belgium Tour (2.1),116,NA,NA,Stage 2 - Lierde › Lierde,Annemiek van Vleuten,Mitchelton-Scott
2016-09-07,23,2,Lotto Belgium Tour (2.1),121,NA,NA,Stage 1 - Moorslede › Moorslede,Annemiek van Vleuten,Mitchelton-Scott
NA,5,NA,Internationale Thüringen Rundfahrt der Frauen (2.1),NA,NA,NA,Mountains classification,Annemiek van Vleuten,Mitchelton-Scott
NA,4,NA,Internationale Thüringen Rundfahrt der Frauen (2.1),NA,24,35,General classification,Annemiek van Vleuten,Mitchelton-Scott
2016-07-21,9,NA,Internationale Thüringen Rundfahrt der Frauen (2.1),131,NA,NA,Stage 7 - Gera › Gera,Annemiek van Vleuten,Mitchelton-Scott
2016-07-20,3,4,Internationale Thüringen Rundfahrt der Frauen (2.1),130,6,8,Stage 6 - Schleiz › Schleiz,Annemiek van Vleuten,Mitchelton-Scott
2016-07-19,3,2,Internationale Thüringen Rundfahrt der Frauen (2.1),99,6,8,Stage 5 - Greiz › Greiz,Annemiek van Vleuten,Mitchelton-Scott
2016-07-18,2,2,Internationale Thüringen Rundfahrt der Frauen (2.1),19,11,12,Stage 4 (ITT) - Zeulenrodaer Meer › Zeulenrodaer Meer,Annemiek van Vleuten,Mitchelton-Scott
2016-07-17,5,6,Internationale Thüringen Rundfahrt der Frauen (2.1),114,4,5,Stage 3 - Altenburg › Altenburg,Annemiek van Vleuten,Mitchelton-Scott
2016-07-16,6,7,Internationale Thüringen Rundfahrt der Frauen (2.1),103,2,4,Stage 2 - Erfurt › Erfurt,Annemiek van Vleuten,Mitchelton-Scott
2016-07-15,22,23,Internationale Thüringen Rundfahrt der Frauen (2.1),67,NA,NA,Stage 1 - Gotha › Gotha,Annemiek van Vleuten,Mitchelton-Scott
NA,5,NA,Auensteiner - Radsporttage (2.2),NA,NA,NA,Mountains classification,Annemiek van Vleuten,Mitchelton-Scott
NA,3,NA,Auensteiner - Radsporttage (2.2),NA,16,16,General classification - Auenstein › Auenstein,Annemiek van Vleuten,Mitchelton-Scott
2016-06-12,1,1,Auensteiner - Radsporttage (2.2),7,8,8,Stage 2a (ITT) - Auenstein › Auenstein,Annemiek van Vleuten,Mitchelton-Scott
2016-06-12,13,NA,Auensteiner - Radsporttage (2.2),82,NA,NA,Stage 2b - Auenstein › Auenstein,Annemiek van Vleuten,Mitchelton-Scott
2016-06-11,3,3,Auensteiner - Radsporttage (2.2),88,2,3,Stage 1 - Ilsfeld › Auenstein,Annemiek van Vleuten,Mitchelton-Scott
NA,1,NA,Festival Elsy Jacobs (2.1),NA,NA,NA,Points classification,Annemiek van Vleuten,Mitchelton-Scott
NA,9,NA,Festival Elsy Jacobs (2.1),NA,7,15,General classification,Annemiek van Vleuten,Mitchelton-Scott
2016-05-01,13,NA,Festival Elsy Jacobs (2.1),111.1,NA,NA,Stage 2 - Garnich › Garnich,Annemiek van Vleuten,Mitchelton-Scott
2016-04-30,7,2,Festival Elsy Jacobs (2.1),106.9,NA,3,Stage 1 - Steinfort › Steinfort,Annemiek van Vleuten,Mitchelton-Scott
NA,4,NA,Energiewacht Tour (2.2),NA,NA,NA,Points classification,Annemiek van Vleuten,Mitchelton-Scott
NA,2,NA,Energiewacht Tour (2.2),NA,30,30,General classification,Annemiek van Vleuten,Mitchelton-Scott
2016-04-10,16,NA,Energiewacht Tour (2.2),117.9,NA,NA,Stage 5 - Borkum › Borkum,Annemiek van Vleuten,Mitchelton-Scott
2016-04-09,2,2,Energiewacht Tour (2.2),13.6,5,5,Stage 4b (ITT) - Leek › Leek,Annemiek van Vleuten,Mitchelton-Scott
2016-04-09,12,6,Energiewacht Tour (2.2),75.4,NA,NA,Stage 4a - Zuidhorn › Zuidhorn,Annemiek van Vleuten,Mitchelton-Scott
2016-04-08,42,7,Energiewacht Tour (2.2),131.8,NA,NA,Stage 3 - Musselkanaal  › Stadskanaal,Annemiek van Vleuten,Mitchelton-Scott
2016-04-07,4,6,Energiewacht Tour (2.2),116.8,NA,1,Stage 2 - Winsum › Winsum,Annemiek van Vleuten,Mitchelton-Scott
2016-04-06,3,12,Energiewacht Tour (2.2),11.3,2,0.8,Stage 1 (TTT) - Groningen › Groningen,Annemiek van Vleuten,Mitchelton-Scott
NA,41,NA,Ladies Tour of Qatar (2.1),NA,NA,NA,General classification,Annemiek van Vleuten,Mitchelton-Scott
2016-02-05,54,NA,Ladies Tour of Qatar (2.1),73,NA,NA,Stage 4 - Doha › Doha,Annemiek van Vleuten,Mitchelton-Scott
2016-02-04,59,42,Ladies Tour of Qatar (2.1),112,NA,NA,Stage 3 - Al Zubarah Fort  › Madinat Al Shamal,Annemiek van Vleuten,Mitchelton-Scott
2016-02-03,32,30,Ladies Tour of Qatar (2.1),120,NA,NA,Stage 2 - Sheikh Faisal Museum › Al Khor Corniche,Annemiek van Vleuten,Mitchelton-Scott
2016-02-02,50,50,Ladies Tour of Qatar (2.1),97,NA,NA,Stage 1 - Doha › Doha,Annemiek van Vleuten,Mitchelton-Scott
2015-09-11,1,1,Prologue - Campi Bisenzio › Campi Bisenzio,2.22,8,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-07-03,1,1,Prologue - Ljubljana › Ljubljana,2,16,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-06-27,3,NA,National Championships Netherlands WE - Road Race (NC),144.1,5,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-06-24,6,NA,National Championships Netherlands WE - ITT (NC),26.5,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-06-20,7,NA,European Games WE - Road Race (JR),120.7,6,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-06-18,3,NA,European Games WE - ITT (JR),25.8,2,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-06-10,1,1,Prologue - Iurreta › Iuretta,1.9,16,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-05-01,2,2,Prologue - Garnich › Garnich,5.6,11,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-04-22,2,NA,La Flèche Wallonne Féminine (CDM),121,70,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-04-19,29,NA,Ronde van Gelderland (1.2),126.7,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-04-06,13,NA,Grand Prix de Dottignies (1.2),125.3,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-04-05,4,NA,Ronde van Vlaanderen / Tour des Flandres (WE) (CDM),144.9,30,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-03-29,7,NA,Trofeo Alfredo Binda - Comune di Cittiglio (CDM),123.7,15,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-03-15,24,NA,Novilon Eurocup (1.2),134.5,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-03-14,13,NA,Boels Rental Ronde van Drenthe (CDM),138.3,5,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-03-12,3,NA,Acht van Westerveld (1.2),138.2,16,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-03-07,9,NA,Strade Bianche WE (1.1),103,7,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2015-02-28,18,NA,Omloop Het Nieuwsblad WE (1.2),120.5,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
NA,8,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),NA,NA,NA,Points classification,Annemiek van Vleuten,Mitchelton-Scott
NA,3,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),NA,16,NA,General classification,Annemiek van Vleuten,Mitchelton-Scott
2015-09-13,4,NA,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),96.3,NA,NA,Stage 2 - Lucca  › Capannori,Annemiek van Vleuten,Mitchelton-Scott
2015-09-12,14,1,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini (2.2),133.6,NA,NA,Stage 1 - Segromigno › Segromigno,Annemiek van Vleuten,Mitchelton-Scott
NA,19,NA,Boels Rental Ladies Tour (2.1),NA,NA,NA,Points classification,Annemiek van Vleuten,Mitchelton-Scott
NA,10,NA,Boels Rental Ladies Tour (2.1),NA,6,NA,General classification,Annemiek van Vleuten,Mitchelton-Scott
2015-09-06,11,NA,Boels Rental Ladies Tour (2.1),117.5,NA,NA,Stage 6 - Bunde › Valkenburg,Annemiek van Vleuten,Mitchelton-Scott
2015-09-05,58,16,Boels Rental Ladies Tour (2.1),126.2,NA,NA,Stage 5 - Gennep › Gennep,Annemiek van Vleuten,Mitchelton-Scott
2015-09-04,8,14,Boels Rental Ladies Tour (2.1),11.4,NA,NA,Stage 4 (ITT) - Oosterhout › Oosterhout,Annemiek van Vleuten,Mitchelton-Scott
2015-09-03,34,46,Boels Rental Ladies Tour (2.1),106.7,NA,NA,Stage 3 - Tiel › Tiel,Annemiek van Vleuten,Mitchelton-Scott
2015-09-02,50,58,Boels Rental Ladies Tour (2.1),103.9,NA,NA,Stage 2 - Tiel › Tiel,Annemiek van Vleuten,Mitchelton-Scott
2015-09-01,70,70,Boels Rental Ladies Tour (2.1),110.9,NA,NA,Stage 1 - Zeddam › 's-Heerenberg,Annemiek van Vleuten,Mitchelton-Scott
NA,15,NA,Giro d'Italia Internazionale Femminile (2.1),NA,NA,NA,Points classification,Annemiek van Vleuten,Mitchelton-Scott
NA,35,NA,Giro d'Italia Internazionale Femminile (2.1),NA,NA,NA,General classification,Annemiek van Vleuten,Mitchelton-Scott
2015-07-12,24,NA,Giro d'Italia Internazionale Femminile (2.1),92.7,NA,NA,Stage 9 - Verbania › San Domenico di Varzo,Annemiek van Vleuten,Mitchelton-Scott
2015-07-11,53,37,Giro d'Italia Internazionale Femminile (2.1),21.7,NA,NA,Stage 8 (ITT) - Pisano › Nebbiuno,Annemiek van Vleuten,Mitchelton-Scott
2015-07-10,70,37,Giro d'Italia Internazionale Femminile (2.1),89,NA,NA,Stage 7 - Arenzano › Loano,Annemiek van Vleuten,Mitchelton-Scott
2015-07-09,25,19,Giro d'Italia Internazionale Femminile (2.1),102,NA,NA,Stage 6 - Tresivio › Morbegno,Annemiek van Vleuten,Mitchelton-Scott
2015-07-08,20,14,Giro d'Italia Internazionale Femminile (2.1),128,NA,NA,Stage 5 - Trezzo sull'Adda › Aprica,Annemiek van Vleuten,Mitchelton-Scott
2015-07-07,23,13,Giro d'Italia Internazionale Femminile (2.1),98,NA,NA,Stage 4 - Pioltello › Pozzo d'Adda,Annemiek van Vleuten,Mitchelton-Scott
2015-07-06,48,13,Giro d'Italia Internazionale Femminile (2.1),130,NA,NA,Stage 3 - Curtatone › Mantova,Annemiek van Vleuten,Mitchelton-Scott
2015-07-05,12,10,Giro d'Italia Internazionale Femminile (2.1),121,NA,NA,Stage 2 - Gaiarine › San Fior,Annemiek van Vleuten,Mitchelton-Scott
2015-07-04,16,3,Giro d'Italia Internazionale Femminile (2.1),102,NA,NA,Stage 1 - Kamnik › Ljubljana,Annemiek van Vleuten,Mitchelton-Scott
NA,2,NA,Euskal Emakumeen Bira (2.1),NA,NA,NA,Points classification,Annemiek van Vleuten,Mitchelton-Scott
NA,7,NA,Euskal Emakumeen Bira (2.1),NA,12,NA,General classification,Annemiek van Vleuten,Mitchelton-Scott
2015-06-14,7,NA,Euskal Emakumeen Bira (2.1),86.8,NA,NA,Stage 4 - Markina › Markina,Annemiek van Vleuten,Mitchelton-Scott
2015-06-13,6,7,Euskal Emakumeen Bira (2.1),112.2,2,NA,Stage 3 - Iurreta › Iturmendi,Annemiek van Vleuten,Mitchelton-Scott
2015-06-12,2,6,Euskal Emakumeen Bira (2.1),82.2,11,NA,Stage 2 - Maruri › Fruiz,Annemiek van Vleuten,Mitchelton-Scott
2015-06-11,9,7,Euskal Emakumeen Bira (2.1),96.8,NA,NA,Stage 1 - Arrasate › Arrasate,Annemiek van Vleuten,Mitchelton-Scott
NA,3,NA,Festival Luxembourgeois du cyclisme féminin Elsy Jacobs (2.1),NA,NA,NA,Points classification,Annemiek van Vleuten,Mitchelton-Scott
NA,2,NA,Festival Luxembourgeois du cyclisme féminin Elsy Jacobs (2.1),NA,56,NA,General classification,Annemiek van Vleuten,Mitchelton-Scott
2015-05-03,6,NA,Festival Luxembourgeois du cyclisme féminin Elsy Jacobs (2.1),99.1,2,NA,Stage 2 - Mamer › Mamer,Annemiek van Vleuten,Mitchelton-Scott
2015-05-02,5,2,Festival Luxembourgeois du cyclisme féminin Elsy Jacobs (2.1),108.2,4,NA,Stage 1 - Garnich › Garnich,Annemiek van Vleuten,Mitchelton-Scott
2014-09-11,1,1,Prologue - Naast › Naast,7.82,8,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-08-24,7,NA,Open de Suède Vårgårda (CDM),132,15,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-08-22,2,NA,Open de Suède Vårgårda TTT (CDM),42.5,18,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-08-15,3,3,Prologue - Halden › Halden,3,6,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-08-03,49,NA,Sparkassen Giro (CDM),124,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-07-27,18,NA,La course by Le Tour de France (1.1),89,8,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-07-04,1,1,Prologue - Caserta › Caserta,2.05,16,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-06-28,4,NA,National Championships Netherlands WE - Road Race (NC),130,3,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-06-25,1,NA,National Championships Netherlands WE - ITT (NC),23.76,3,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-06-10,6,NA,Durango-Durango Emakumeen Saria (1.2),110,24,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-05-02,6,NA,Ronde van Overijssel Women (1.1),144.9,40,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-04-26,10,NA,EPZ Omloop van Borsele WE (1.2),120,14,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-04-23,38,NA,La Flèche Wallonne Féminine (CDM),127,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-04-20,6,NA,Ronde van Gelderland (1.2),138,8,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-04-06,5,NA,Ronde van Vlaanderen / Tour des Flandres (WE) (CDM),139,25,27,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-03-30,43,NA,Trofeo Alfredo Binda - Comune di Cittiglio (CDM),121.4,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-03-16,16,NA,Novilon EDR Cup (1.2),139.5,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-03-15,5,NA,Boels Rental Ronde van Drenthe (CDM),146.6,25,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-03-13,19,NA,Molecaten Drentse 8 (1.2),136.7,2,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-03-09,6,NA,Omloop van het Hageland - Tielt-Winge (1.2),126,24,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2014-03-01,9,NA,Omloop Het Nieuwsblad WE (1.2),126,16,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
NA,5,NA,Lotto Belisol Belgium Tour (2.2),NA,NA,NA,Mountains classification,Annemiek van Vleuten,Mitchelton-Scott
NA,3,NA,Lotto Belisol Belgium Tour (2.2),NA,NA,NA,Points classification,Annemiek van Vleuten,Mitchelton-Scott
NA,1,NA,Lotto Belisol Belgium Tour (2.2),NA,40,NA,General classification,Annemiek van Vleuten,Mitchelton-Scott
2014-09-15,3,NA,Lotto Belisol Belgium Tour (2.2),100.3,2,NA,Stage 4 - Geraardsbergen › Geraardsbergen,Annemiek van Vleuten,Mitchelton-Scott
2014-09-14,11,1,Lotto Belisol Belgium Tour (2.2),102.7,NA,NA,Stage 3 - Halle-Buizingen › Halle-Buizingen,Annemiek van Vleuten,Mitchelton-Scott
2014-09-13,1,1,Lotto Belisol Belgium Tour (2.2),15.1,NA,NA,Stage 2 (TTT) - Blaugies › Warquignies,Annemiek van Vleuten,Mitchelton-Scott
2014-09-12,1,1,Lotto Belisol Belgium Tour (2.2),110.16,8,NA,Stage 1 - Onnezies › Angreau,Annemiek van Vleuten,Mitchelton-Scott
NA,6,NA,Ladies Tour of Norway (2.1),NA,NA,NA,Points classification,Annemiek van Vleuten,Mitchelton-Scott
NA,9,NA,Ladies Tour of Norway (2.1),NA,7,NA,General classification,Annemiek van Vleuten,Mitchelton-Scott
2014-08-17,9,NA,Ladies Tour of Norway (2.1),129,NA,NA,Stage 2 - Fredriksten Fortress › Fredriksten Fortress,Annemiek van Vleuten,Mitchelton-Scott
2014-08-16,11,6,Ladies Tour of Norway (2.1),111,NA,NA,Stage 1 - Strømstad › Halden,Annemiek van Vleuten,Mitchelton-Scott
NA,13,NA,Giro d'Italia Internazionale Femminile (2.1),NA,NA,NA,Mountains classification,Annemiek van Vleuten,Mitchelton-Scott
NA,3,NA,Giro d'Italia Internazionale Femminile (2.1),NA,NA,NA,Points classification,Annemiek van Vleuten,Mitchelton-Scott
NA,8,NA,Giro d'Italia Internazionale Femminile (2.1),NA,8,NA,General classification,Annemiek van Vleuten,Mitchelton-Scott
2014-07-13,8,NA,Giro d'Italia Internazionale Femminile (2.1),80.1,NA,NA,Stage 9 - Trezzo sull’Adda › Madonna del Ghisallo,Annemiek van Vleuten,Mitchelton-Scott
2014-07-12,8,8,Giro d'Italia Internazionale Femminile (2.1),90.3,NA,NA,Stage 8 - Verbania › San Domenico di Varzo,Annemiek van Vleuten,Mitchelton-Scott
2014-07-11,7,8,Giro d'Italia Internazionale Femminile (2.1),91.8,NA,NA,Stage 7 - Aprica › Chiavenna,Annemiek van Vleuten,Mitchelton-Scott
2014-07-10,9,8,Giro d'Italia Internazionale Femminile (2.1),112,NA,NA,Stage 6 - Gaiarine › S. Fior,Annemiek van Vleuten,Mitchelton-Scott
2014-07-09,15,4,Giro d'Italia Internazionale Femminile (2.1),118.3,NA,NA,Stage 5 - Jesi › Cesenatico,Annemiek van Vleuten,Mitchelton-Scott
2014-07-08,11,4,Giro d'Italia Internazionale Femminile (2.1),118,NA,NA,Stage 4 - Alba Adriatica › Jesi,Annemiek van Vleuten,Mitchelton-Scott
2014-07-07,1,4,Giro d'Italia Internazionale Femminile (2.1),125.3,16,NA,Stage 3 - Caserta › San Donato Val di Comino,Annemiek van Vleuten,Mitchelton-Scott
2014-07-06,5,9,Giro d'Italia Internazionale Femminile (2.1),120,4,NA,Stage 2 - Frattamaggiore › Frattamaggiore,Annemiek van Vleuten,Mitchelton-Scott
2014-07-05,11,10,Giro d'Italia Internazionale Femminile (2.1),95.2,NA,NA,Stage 1 - S. Maria a Vico › S. Maria a Vico,Annemiek van Vleuten,Mitchelton-Scott
NA,9,NA,Emakumeen Euskal Bira (2.1),NA,NA,NA,Points classification,Annemiek van Vleuten,Mitchelton-Scott
NA,12,NA,Emakumeen Euskal Bira (2.1),NA,3,NA,General classification,Annemiek van Vleuten,Mitchelton-Scott
2014-06-15,11,NA,Emakumeen Euskal Bira (2.1),115.4,NA,NA,Stage 4 - Ataun › Ataun,Annemiek van Vleuten,Mitchelton-Scott
2014-06-14,69,18,Emakumeen Euskal Bira (2.1),91,NA,NA,Stage 3 - Arrieta › Mungia,Annemiek van Vleuten,Mitchelton-Scott
2014-06-13,6,5,Emakumeen Euskal Bira (2.1),113.7,7,NA,Stage 2 - Oñati › Oñati,Annemiek van Vleuten,Mitchelton-Scott
2014-06-12,5,5,Emakumeen Euskal Bira (2.1),88,10,NA,Stage 1 - Iurreta › Iurreta,Annemiek van Vleuten,Mitchelton-Scott
NA,17,NA,The Women's Tour (2.1),NA,NA,NA,Points classification,Annemiek van Vleuten,Mitchelton-Scott
NA,15,NA,The Women's Tour (2.1),NA,NA,NA,General classification,Annemiek van Vleuten,Mitchelton-Scott
2014-05-11,13,NA,The Women's Tour (2.1),108.3,NA,NA,Stage 5 - Harwich › Bury St Edmunds,Annemiek van Vleuten,Mitchelton-Scott
2014-05-10,21,16,The Women's Tour (2.1),87.8,NA,NA,Stage 4 - Cheshunt › Welwyn Garden City,Annemiek van Vleuten,Mitchelton-Scott
2014-05-09,19,21,The Women's Tour (2.1),90.5,NA,NA,Stage 3 - Felixstowe › Clacton-on-Sea,Annemiek van Vleuten,Mitchelton-Scott
2014-05-08,28,27,The Women's Tour (2.1),118.5,NA,NA,Stage 2 - Hinckley › Bedford,Annemiek van Vleuten,Mitchelton-Scott
2014-05-07,25,26,The Women's Tour (2.1),93.8,NA,NA,Stage 1 - Oundle › Northampton,Annemiek van Vleuten,Mitchelton-Scott
NA,15,NA,Energiewacht Tour (2.2),NA,NA,NA,General classification,Annemiek van Vleuten,Mitchelton-Scott
2014-04-13,45,NA,Energiewacht Tour (2.2),104.7,NA,NA,Stage 5 - Veendam › Veendam,Annemiek van Vleuten,Mitchelton-Scott
2014-04-12,10,13,Energiewacht Tour (2.2),136.7,NA,NA,Stage 4 - Uithuizen › Uithuizen,Annemiek van Vleuten,Mitchelton-Scott
2014-04-11,67,29,Energiewacht Tour (2.2),97.1,NA,NA,Stage 3a - Eelde › Eelde,Annemiek van Vleuten,Mitchelton-Scott
2014-04-10,11,12,Energiewacht Tour (2.2),116.1,NA,NA,Stage 2 - Wedde › Wedde,Annemiek van Vleuten,Mitchelton-Scott
2014-04-09,23,24,Energiewacht Tour (2.2),93,NA,NA,Stage 1 - Delfzijl › Delfzijl,Annemiek van Vleuten,Mitchelton-Scott
2013-09-28,15,NA,World Championships WE - Road Race (WC),140,20,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-09-22,2,NA,World Championships WE - TTT (WC),42.8,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-09-11,2,2,Prologue - Campi Bisenzio › Campi Bisenzio,2.2,11,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-08-31,9,NA,GP de Plouay-Bretagne (CDM),135,9,15,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-08-18,61,NA,Open de Suède Vårgårda (CDM),132,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-08-16,2,NA,Open de Suède Vårgårda TTT (CDM),42.5,18,18.8,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-06-22,3,NA,National Championships Netherlands WE - Road Race (NC),114.4,5,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-06-19,3,NA,National Championships Netherlands WE - ITT (NC),26,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-06-04,6,NA,Durango-Durango Emakumeen Saria (1.2),113.1,8,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-05-25,9,NA,Rabobank 7-Dorpenomloop Aalburg (1.2),121.2,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-05-24,3,NA,Boels Rental Hills Classic (1.2),120.7,16,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-04-26,1,1,Prologue - Mamer › Mamer,1.8,16,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-04-20,8,NA,EPZ Omloop van Borsele WE (1.2),122,3,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-04-14,10,NA,Ronde van Gelderland (1.2),139.6,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-03-31,5,NA,Ronde van Vlaanderen / Tour des Flandres (WE) (CDM),127.4,25,27,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-03-24,7,NA,Trofeo Alfredo Binda - Comune di Cittiglio (CDM),120.5,15,21,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-03-09,13,NA,Ronde van Drenthe (CDM),132.8,5,8,One day,Annemiek van Vleuten,Mitchelton-Scott
2013-03-03,12,NA,Omloop van het Hageland - Tielt-Winge (1.2),122.6,NA,NA,One day,Annemiek van Vleuten,Mitchelton-Scott
